qseqid,sample,pmatch_gsnap,pmatch_rapsearch,qlength,step_change,other_blast_contigs,blast_hits_gsnap_acc,blast_hits_gsnap_taxid,blast_hits_gsnap_lca,blast_hits_rapsearch_acc,blast_hits_rapsearch_taxid,blast_hits_rapsearch_lca,short,low_depth,blast_gsnap_ntax,blast_rapsearch_ntax,kingdom_gsnap,kingdom_rapsearch,taxid,kingdom,scientific_name,rank,Division,Genus,CommonName,cov
NODE_3_length_2653_cov_6.804736,CMS002_027b_Rb_S153_L004,0,0.5751978891820579,2653,False,12,[],[],NA,"[""'CAB53559.1'"", "" 'ETO01297.1'""]","['7173', ' 46433']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,6.804736
NODE_922_length_263_cov_23.376344,CMS002_027b_Rb_S153_L004,0.9429657794676806,0.9353612167300379,263,False,488,"[""'AM999887.1'"", "" 'AY753174.1'"", "" 'EU499315.1'"", "" 'KX155506.1'"", "" 'U23709.1'""]","['570417', ' 169184', ' 526952', ' 955', ' 955']",953,"[""'KHO02801.1'""]",['1359195'],1359195,True,False,4,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,23.376344
NODE_446_length_384_cov_2.156352,CMS002_027b_Rb_S153_L004,1,0.9739583333333334,384,False,491,"[""'AM999887.1'""]",['570417'],570417,"[""'WP_007302897.1'"", "" 'WP_017531727.1'"", "" 'WP_019236533.1'"", "" 'WP_052264660.1'""]","['263437', ' 116598', ' 955', ' 1620420']",953,False,False,1,4,Bacteria,Bacteria,570417,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus Pel,no rank,a-proteobacteria,Wolbachia,NA,2.156352
NODE_49_length_1040_cov_6.018692,CMS002_027b_Rb_S153_L004,0.9990384615384617,0.6567307692307692,1040,False,807,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_006013486.1'"", "" 'WP_015588156.1'""]","['955', ' 77038']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,6.018692
NODE_300_length_457_cov_421.928947,CMS002_027b_Rb_S153_L004,0.9978118161925602,0.4113785557986871,457,False,1323,"[""'AM999887.1'"", "" 'CP001391.1'"", "" 'CP003883.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['570417', ' 66084', ' 1236908', ' 1633785', ' 225364']",953,"[""'EEG43412.1'"", "" 'EEX24764.1'"", "" 'EHM73188.1'"", "" 'KOC47168.1'"", "" 'KOC48939.1'""]","['487797', ' 575599', ' 1000590', ' 1491', ' 1491']",2,False,False,5,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,421.928947
NODE_404_length_402_cov_2.058462,CMS002_027b_Rb_S153_L004,0,0.2736318407960199,402,False,3,[],[],NA,"[""'ABO70317.1'"", "" 'WP_063630470.1'""]","['368602', ' 368602']",368602,False,False,0,2,NA,Bacteria,368602,Bacteria,Wolbachia endosymbiont of Laodelphax striatella,species,a-proteobacteria,Wolbachia,NA,2.058462
NODE_416_length_397_cov_2.281250,CMS002_027b_Rb_S153_L004,0.9974811083123426,0.9874055415617128,397,False,1212,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'OJH30799.1'"", "" 'WP_006012293.1'"", "" 'WP_015588367.1'"", "" 'WP_068651631.1'"", "" 'WP_108784081.1'""]","['77039', ' 955', ' 77038', ' 125593', ' 215173']",953,False,False,2,5,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.281250
NODE_741_length_289_cov_2.146226,CMS002_027b_Rb_S153_L004,0,0.9307958477508652,289,False,6,[],[],NA,"[""'OHD73486.1'"", "" 'RII26834.1'"", "" 'WP_028972743.1'""]","['1802194', ' 46610', ' 504483']",2,True,False,0,3,NA,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.146226
NODE_70_length_893_cov_2.422794,CMS002_027b_Rb_S153_L004,0,0.6741321388577828,893,False,5,[],[],NA,"[""'WP_036061587.1'"", "" 'WP_036087628.1'""]","['1006155', ' 1552123']",1637,False,False,0,2,NA,Bacteria,1637,Bacteria,Listeria,genus,firmicutes,NA,NA,2.422794
NODE_527_length_349_cov_293.525735,CMS002_027b_Rb_S153_L004,0.9627507163323782,0.5501432664756447,349,False,1213,"[""'AB478515.1'"", "" 'AM999887.1'"", "" 'CP003883.1'"", "" 'CP003884.1'"", "" 'LK055284.1'""]","['190193', ' 570417', ' 1236908', ' 1236909', ' 225364']",953,"[""'EAT40276.1'"", "" 'XP_001849224.1'"", "" 'XP_021703428.1'""]","['7159', ' 7176', ' 7159']",43817,False,False,5,3,Bacteria,Arthropoda,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,293.525735
NODE_994_length_257_cov_2.433333,CMS002_027b_Rb_S153_L004,0,0.7821011673151751,257,False,12,[],[],NA,"[""'WP_019236639.1'"", "" 'WP_052264820.1'""]","['955', ' 1620420']",953,True,False,0,2,NA,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.433333
NODE_862_length_269_cov_2.281250,CMS002_027b_Rb_S153_L004,0.9962825278810408,0.9888475836431226,269,False,972,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_006012507.1'"", "" 'WP_096560662.1'""]","['955', ' 955']",955,True,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.281250
NODE_304_length_456_cov_2.005277,CMS002_027b_Rb_S153_L004,0.5926374342105263,0.9035087719298246,456,False,342,"[""'CP003883.1'""]",['1236908'],1236908,"[""'EEB55203.1'""]",['569881'],569881,False,False,1,1,Bacteria,Bacteria,569881,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus JHB,no rank,a-proteobacteria,Wolbachia,NA,2.005277
NODE_768_length_281_cov_2.122549,CMS002_027b_Rb_S153_L004,0,0.98932384341637,281,False,3,[],[],NA,"[""'WP_014356445.1'"", "" 'WP_025797579.1'"", "" 'WP_063586727.1'"", "" 'WP_092649463.1'"", "" 'WP_101773049.1'""]","['33952', ' 569', ' 569', ' 142588', ' 2045015']",2,True,False,0,4,NA,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.122549
NODE_474_length_370_cov_2.491468,CMS002_027b_Rb_S153_L004,0,0.5243243243243243,370,False,2,[],[],NA,"[""'WP_118362369.1'""]",['39485'],39485,False,False,0,1,NA,Bacteria,39485,Bacteria,Eubacterium eligens,species,firmicutes,Eubacterium,NA,2.491468
NODE_128_length_655_cov_2.043253,CMS002_027b_Rb_S153_L004,0.998473282442748,0.8045801526717558,655,False,1380,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_006012276.1'"", "" 'WP_010404728.1'"", "" 'WP_064085600.1'"", "" 'WP_096560630.1'"", "" 'WP_108784077.1'""]","['955', ' 180837', ' 1605993', ' 955', ' 215173']",953,False,False,2,5,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.043253
NODE_9_length_2061_cov_5.299395,CMS002_027b_Rb_S153_L004,0.9995147986414362,0.7855409995147986,2061,False,811,"[""'AB002286.1'"", "" 'AM999887.1'"", "" 'CP003883.1'""]","['41374', ' 570417', ' 1236908']",953,"[""'ABO70317.1'"", "" 'BAA19540.1'"", "" 'WP_006012568.1'"", "" 'WP_063630470.1'"", "" 'WP_068651468.1'""]","['368602', ' 41374', ' 955', ' 368602', ' 125593']",953,False,False,3,5,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,5.299395
NODE_78_length_834_cov_2.690885,CMS002_027b_Rb_S153_L004,0,0.20983213429256595,834,False,19,[],[],NA,"[""'AXQ04829.1'""]",['2304484'],2304484,False,False,0,1,NA,Viruses,2304484,Viruses,Culex mosquito virus 4,species,viruses,NA,NA,2.690885
NODE_352_length_423_cov_6.635838,CMS002_027b_Rb_S153_L004,0.22458628841607564,0.012293144208037824,423,False,3,"[""'CP011060.1'"", "" 'CP015780.1'""]","['1329908', ' 1674146']",1643685,"[""'WP_065433928.1'""]",['779'],779,False,False,2,1,Bacteria,Bacteria,1643685,Bacteria,Borreliaceae,family,spirochetes,NA,NA,6.635838
NODE_39_length_1133_cov_836.797348,CMS002_027b_Rb_S153_L004,0.999117387466902,0.5604589585172111,1133,False,1199,"[""'AM999887.1'"", "" 'CP001391.1'"", "" 'CP003883.1'"", "" 'KT273261.1'"", "" 'LK055284.1'""]","['570417', ' 66084', ' 1236908', ' 1695167', ' 225364']",953,"[""'CBA31922.1'""]",['667019'],667019,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,836.797348
NODE_97_length_752_cov_2.794074,CMS002_027b_Rb_S153_L004,0,0.4069148936170213,752,False,6,[],[],NA,"[""'WP_009437052.1'""]",['712469'],712469,False,False,0,1,NA,Bacteria,712469,Bacteria,Prevotella sp. oral taxon 473,species,CFB group bacteria,Alloprevotella,NA,2.794074
NODE_8_length_2086_cov_395.489796,CMS002_027b_Rb_S153_L004,0.9343240651965484,0.13231064237775647,2086,False,10,"[""'CP002116.1'"", "" 'CP003282.1'"", "" 'NR_103194.1'""]","['573413', ' 889378', ' 46355']",137,"[""'ADI19371.1'""]",['710994'],710994,False,False,3,1,Bacteria,Bacteria,137,Bacteria,Spirochaetaceae,family,spirochetes,NA,NA,395.489796
NODE_17_length_1553_cov_2.280488,CMS002_027b_Rb_S153_L004,0,0.14166130070830651,1553,False,3,[],[],NA,"[""'EEB55898.1'"", "" 'WP_077190140.1'""]","['569881', ' 955']",953,False,False,0,2,NA,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.280488
NODE_107_length_718_cov_2.638066,CMS002_027b_Rb_S153_L004,0,0.9178272980501392,718,False,NA,[],[],NA,"[""'PKK95415.1'"", "" 'WP_006525943.1'"", "" 'WP_079557538.1'"", "" 'WP_117329024.1'"", "" 'WP_121586513.1'""]","['2013848', ' 102148', ' 889453', ' 2293840', ' 2321404']",2,False,False,0,5,NA,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.638066
NODE_584_length_330_cov_2.308300,CMS002_027b_Rb_S153_L004,0.9969696969696971,0.9515151515151516,330,False,1374,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'EEB55722.1'"", "" 'OCA06278.1'"", "" 'WP_006012279.1'"", "" 'WP_068651636.1'""]","['569881', ' 125593', ' 955', ' 125593']",953,False,False,2,3,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.308300
NODE_843_length_271_cov_2.257732,CMS002_027b_Rb_S153_L004,0,0.9372693726937268,271,False,3,[],[],NA,"[""'WP_094910435.1'"", "" 'WP_119795408.1'""]","['412384', ' 49283']",1385,True,False,0,2,NA,Bacteria,1385,Bacteria,Bacillales,order,firmicutes,NA,NA,2.257732
NODE_227_length_530_cov_8.874172,CMS002_027b_Rb_S153_L004,0.9981132075471698,0.9377358490566038,530,False,811,"[""'AM999887.1'""]",['570417'],570417,"[""'CQD08210.1'"", "" 'EEB55569.1'""]","['1402163', ' 569881']",953,False,False,1,2,Bacteria,Bacteria,570417,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus Pel,no rank,a-proteobacteria,Wolbachia,NA,8.874172
NODE_459_length_379_cov_2.417219,CMS002_027b_Rb_S153_L004,0.9973614775725592,0.8759894459102903,379,False,835,"[""'AB478516.1'"", "" 'AM999887.1'""]","['190193', ' 570417']",953,"[""'EAT43090.1'""]",['7159'],7159,False,False,2,1,Bacteria,Arthropoda,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.417219
NODE_100_length_750_cov_3.806835,CMS002_027b_Rb_S153_L004,0.9986666666666668,0.9946666666666668,750,False,1305,"[""'AM999887.1'"", "" 'CP003883.1'"", "" 'CP003884.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['570417', ' 1236908', ' 1236909', ' 1633785', ' 225364']",953,"[""'WP_015587867.1'"", "" 'WP_019078760.1'"", "" 'WP_052264963.1'"", "" 'WP_064085606.1'"", "" 'WP_096560635.1'""]","['77038', ' 329647', ' 1620420', ' 1605993', ' 955']",953,False,False,5,5,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,3.806835
NODE_251_length_505_cov_2.943925,CMS002_027b_Rb_S153_L004,0,0.8376237623762376,505,False,14,[],[],NA,"[""'CQD10842.1'"", "" 'WP_007302852.1'"", "" 'WP_034499313.1'""]","['1402163', ' 263437', ' 82977']",1224,False,False,0,3,NA,Bacteria,1224,Bacteria,Proteobacteria,phylum,proteobacteria,NA,purple photosynthetic bacteria and relatives,2.943925
NODE_374_length_415_cov_5.186391,CMS002_027b_Rb_S153_L004,0,0.5084337349397591,415,False,32,[],[],NA,"[""'KXJ67822.1'"", "" 'NP_001257903.1'"", "" 'XP_001652000.1'"", "" 'XP_019553375.1'""]","['7160', ' 9606', ' 7159', ' 7160']",33213,False,False,0,4,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,5.186391
NODE_221_length_533_cov_2.796053,CMS002_027b_Rb_S153_L004,0,0.2776735459662289,533,False,3,[],[],NA,"[""'OJJ24256.1'""]",['1925591'],1925591,False,False,0,1,NA,Bacteria,1925591,Bacteria,Roseofilum reptotaenium AO1-A,no rank,cyanobacteria,Roseofilum,NA,2.796053
NODE_729_length_292_cov_2.037209,CMS002_027b_Rb_S153_L004,0,0.4589041095890411,292,False,28,[],[],NA,"[""'CQD05446.1'"", "" 'WP_007302428.1'""]","['1402163', ' 263437']",953,True,False,0,2,NA,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.037209
NODE_644_length_315_cov_53.180672,CMS002_027b_Rb_S153_L004,0.9968253968253968,0.8507936507936508,315,False,4,"[""'CP002696.1'""]",['906968'],906968,"[""'OLO13425.1'""]",['1717'],1717,False,False,1,1,Bacteria,Bacteria,906968,Bacteria,Treponema brennaborense DSM 12168,no rank,spirochetes,Treponema,NA,53.180672
NODE_855_length_270_cov_4.533679,CMS002_027b_Rb_S153_L004,0,0.7407407407407407,270,False,2,[],[],NA,"[""'WP_010692318.1'"", "" 'WP_010698909.1'"", "" 'WP_028974003.1'""]","['158', ' 158', ' 504483']",137,True,False,0,3,NA,Bacteria,137,Bacteria,Spirochaetaceae,family,spirochetes,NA,NA,4.533679
NODE_441_length_386_cov_3.880259,CMS002_027b_Rb_S153_L004,0.9974093264248703,0.8523316062176166,386,False,888,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_015588282.1'"", "" 'WP_019078638.1'"", "" 'WP_063631000.1'"", "" 'WP_064085469.1'""]","['77038', ' 263438', ' 368602', ' 1605993']",953,False,False,2,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,3.880259
NODE_742_length_289_cov_2.066038,CMS002_027b_Rb_S153_L004,0.9965397923875432,0.9930795847750864,289,False,932,"[""'AM999887.1'""]",['570417'],570417,"[""'WP_006013855.1'"", "" 'WP_019236326.1'"", "" 'WP_064085938.1'"", "" 'WP_096097191.1'""]","['955', ' 955', ' 1605993', ' 955']",953,True,False,1,3,Bacteria,Bacteria,570417,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus Pel,no rank,a-proteobacteria,Wolbachia,NA,2.066038
NODE_115_length_691_cov_2.275244,CMS002_027b_Rb_S153_L004,0,0.4703328509406657,691,False,158,[],[],NA,"[""'WP_062850622.1'""]",['779'],779,False,False,0,1,NA,Bacteria,779,Bacteria,Ehrlichia ruminantium,species,a-proteobacteria,Ehrlichia,heartwater rickettsia,2.275244
NODE_21_length_1365_cov_2.524068,CMS002_027b_Rb_S153_L004,0.9992673992673992,0.9970695970695972,1365,False,1324,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'AGJ98912.1'"", "" 'B3CM21.1'"", "" 'OCA06619.1'"", "" 'WP_007302238.1'""]","['1236908', ' 570417', ' 125593', ' 263437']",953,False,False,2,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.524068
NODE_345_length_428_cov_5.598291,CMS002_027b_Rb_S153_L004,0.9976635514018692,0.866822429906542,428,False,1374,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_006014700.1'"", "" 'WP_017532119.1'"", "" 'WP_038198500.1'"", "" 'WP_068652476.1'""]","['955', ' 116598', ' 955', ' 125593']",953,False,False,2,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,5.598291
NODE_371_length_417_cov_2.761765,CMS002_027b_Rb_S153_L004,0,0.9760191846522782,417,False,6,[],[],NA,"[""'OQY39223.1'"", "" 'WP_118885763.1'""]","['1972456', ' 1278212']",2,False,False,0,2,NA,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.761765
NODE_522_length_350_cov_2.080586,CMS002_027b_Rb_S153_L004,0,0.9057142857142856,350,False,2,[],[],NA,"[""'WP_008543937.1'""]",['437898'],437898,False,False,0,1,NA,Bacteria,437898,Bacteria,Sutterella parvirubra,species,b-proteobacteria,Sutterella,NA,2.080586
NODE_510_length_353_cov_2.112319,CMS002_027b_Rb_S153_L004,0,0.8385269121813032,353,False,6,[],[],NA,"[""'RKX90529.1'"", "" 'VDB01278.1'"", "" 'WP_013968584.1'""]","['2202144', ' 260710', ' 215591']",203691,False,False,0,3,NA,Bacteria,203691,Bacteria,Spirochaetes,phylum,bacteria,NA,NA,2.112319
NODE_672_length_308_cov_2.181818,CMS002_027b_Rb_S153_L004,0.9740259740259741,0.9707792207792209,308,False,1203,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'AGJ98912.1'"", "" 'B3CM21.1'"", "" 'OCA06619.1'"", "" 'WP_007302238.1'""]","['1236908', ' 570417', ' 125593', ' 263437']",953,False,False,2,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.181818
NODE_102_length_732_cov_2.320611,CMS002_027b_Rb_S153_L004,0.9918032786885246,0.9863387978142076,732,False,819,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_019236867.1'"", "" 'WP_108783927.1'""]","['955', ' 215173']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.320611
NODE_124_length_666_cov_2.967742,CMS002_027b_Rb_S153_L004,0.9984984984984984,0.7912912912912913,666,False,859,"[""'AB478515.1'"", "" 'AM999887.1'""]","['190193', ' 570417']",953,"[""'BAH22187.1'"", "" 'WP_019236663.1'""]","['190193', ' 955']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.967742
NODE_29_length_1254_cov_2.635514,CMS002_027b_Rb_S153_L004,0,0.17065390749601275,1254,False,4,[],[],NA,"[""'OGJ89297.1'""]",['1817884'],1817884,False,False,0,1,NA,Bacteria,1817884,Bacteria,Candidatus Raymondbacteria bacterium RifOxyA12_full_50_37,species,bacteria,NA,NA,2.635514
NODE_86_length_796_cov_2.012517,CMS002_027b_Rb_S153_L004,0,0.9711055276381908,796,False,3,[],[],NA,"[""'OHD19699.1'"", "" 'WP_013969147.1'"", "" 'WP_062123983.1'"", "" 'WP_071137217.1'""]","['1802177', ' 215591', ' 472113', ' 1642646']",2,False,False,0,4,NA,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.012517
NODE_1058_length_252_cov_6.457143,CMS002_027b_Rb_S153_L004,0.9960317460317459,0.8055555555555556,252,False,1130,"[""'AM999887.1'"", "" 'CP003883.1'"", "" 'HG528629.1'""]","['570417', ' 1236908', ' 263438']",953,"[""'CAQ54311.1'""]",['570417'],570417,True,False,3,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,6.457143
NODE_417_length_397_cov_2.053125,CMS002_027b_Rb_S153_L004,0.9974811083123426,0.9395465994962215,397,False,807,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'CQD09543.1'"", "" 'WP_017532375.1'""]","['1402163', ' 116598']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.053125
NODE_19_length_1459_cov_2.884949,CMS002_027b_Rb_S153_L004,0.9993145990404386,0.7703906785469499,1459,False,810,"[""'AM999887.1'""]",['570417'],570417,"[""'WP_010404040.1'""]",['180837'],180837,False,False,1,1,Bacteria,Bacteria,570417,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus Pel,no rank,a-proteobacteria,Wolbachia,NA,2.884949
NODE_348_length_425_cov_2.477011,CMS002_027b_Rb_S153_L004,0.9976470588235294,0.9929411764705882,425,False,1647,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_006013922.1'"", "" 'WP_007302735.1'""]","['955', ' 263437']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.477011
NODE_212_length_542_cov_206.453763,CMS002_027b_Rb_S153_L004,0.9963099630996309,0.7841328413284133,542,False,10,"[""'CP001843.1'"", "" 'CP002116.1'"", "" 'CP002868.1'""]","['545694', ' 573413', ' 744872']",137,"[""'KPC97162.1'""]",['1547578'],1547578,False,False,3,1,Bacteria,Bacteria,137,Bacteria,Spirochaetaceae,family,spirochetes,NA,NA,206.453763
NODE_438_length_387_cov_46.487097,CMS002_027b_Rb_S153_L004,0.07751937984496124,0,387,False,NA,"[""'CP000127.1'""]",['323261'],323261,[],[],0,False,False,1,0,Bacteria,NA,323261,Bacteria,Nitrosococcus oceani ATCC 19707,no rank,g-proteobacteria,Nitrosococcus,NA,46.487097
NODE_14_length_1614_cov_818.705921,CMS002_027b_Rb_S153_L004,0.9993804213135068,0.8630731102850062,1614,False,10,"[""'MH188002.1'""]",['2304497'],2304497,"[""'AXQ04767.1'""]",['2304497'],2304497,False,False,1,1,Viruses,Viruses,2304497,Viruses,Culex Bunya-like virus,species,viruses,NA,NA,818.705921
NODE_184_length_574_cov_447.436620,CMS002_027b_Rb_S153_L004,0,0.5383275261324042,574,False,3,[],[],NA,"[""'WP_014455582.1'""]",['46355'],46355,False,False,0,1,NA,Bacteria,46355,Bacteria,Spirochaeta africana,species,spirochetes,Spirochaeta,NA,447.436620
NODE_61_length_939_cov_2.331787,CMS002_027b_Rb_S153_L004,0,0.3407880724174654,939,False,8,[],[],NA,"[""'CDS28529.2'""]",['85433'],85433,False,False,0,1,NA,Metazoa,85433,Metazoa,Hymenolepis microstoma,species,flatworms,Hymenolepis,NA,2.331787
NODE_182_length_576_cov_2.324649,CMS002_027b_Rb_S153_L004,0,0.3194444444444444,576,False,6,[],[],NA,"[""'WP_117972554.1'""]",['2293110'],2293110,False,False,0,1,NA,Bacteria,2293110,Bacteria,Melissococcus sp. OM08-11BH,species,firmicutes,Melissococcus,NA,2.324649
NODE_375_length_415_cov_2.591716,CMS002_027b_Rb_S153_L004,0.9975903614457832,0.9951807228915662,415,False,1374,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'CCE76947.1'"", "" 'PBQ28093.1'""]","['1116230', ' 2049495']",955,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.591716
NODE_763_length_283_cov_3.121359,CMS002_027b_Rb_S153_L004,0,0.6749116607773852,283,False,6,[],[],NA,"[""'OQY34877.1'""]",['1971727'],1971727,True,False,0,1,NA,Bacteria,1971727,Bacteria,Spirochaetaceae bacterium 4572_59,species,spirochetes,NA,NA,3.121359
NODE_45_length_1064_cov_263.484296,CMS002_027b_Rb_S153_L004,0.9962406015037594,0.7387218045112782,1064,False,1314,"[""'AM999887.1'"", "" 'CP001391.1'"", "" 'CP003883.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['570417', ' 66084', ' 1236908', ' 1633785', ' 225364']",953,"[""'PPE01242.1'""]",['3634'],3634,False,False,5,1,Bacteria,Viridiplantae,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,263.484296
NODE_19_length_1515_cov_20.728790,CMS001_032_Ra_S7,0.9163049834983498,0.9518151815181518,1515,False,1,"[""'MF176252.1'""]",['1608131'],1608131,"[""'ASA47297.1'"", "" 'ASA47332.1'""]","['1608131', ' 1608131']",1608131,False,False,1,2,Viruses,Viruses,1608131,Viruses,Wuhan Mosquito Virus 6,species,viruses,NA,NA,20.728790
NODE_502_length_319_cov_2.884298,CMS001_032_Ra_S7,0,0.677115987460815,319,False,20,[],[],NA,"[""'RLV99339.1'"", "" 'XP_019559167.1'""]","['44316', ' 7160']",33213,False,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.884298
NODE_279_length_378_cov_20.887043,CMS001_032_Ra_S7,0,0.8465608465608465,378,False,20,[],[],NA,"[""'XP_005417700.1'""]",['48883'],48883,False,False,0,1,NA,Chordata,48883,Chordata,Geospiza fortis,species,birds,Geospiza,medium ground-finch,20.887043
NODE_510_length_317_cov_2.470833,CMS001_032_Ra_S7,0.996845425867508,0.9873817034700316,317,False,18,"[""'M15308.1'"", "" 'XR_002251420.1'""]","['6284', ' 7209']",6296,"[""'CDP90848.2'""]",['6279'],6279,False,False,2,1,Metazoa,Metazoa,6296,Metazoa,Onchocercidae,family,nematodes,NA,NA,2.470833
NODE_145_length_469_cov_25.433673,CMS001_032_Ra_S7,0,0.5202558635394456,469,False,36,[],[],NA,"[""'XP_005423745.1'"", "" 'XP_018772983.1'"", "" 'XP_026652243.1'""]","['48883', ' 9135', ' 44394']",9126,False,False,0,3,NA,Chordata,9126,Chordata,Passeriformes,order,birds,NA,NA,25.433673
